,0
0,0.8388482497524898
1,0.22130780149847662
2,0.10307445078972555
3,0.17584904515299066
4,0.149048403900567
5,0.12219143875929846
6,0.10991969467136155
7,0.0996471896116625
8,0.09059187986609794
9,0.08308666227627536
10,0.07674822955029946
11,0.07129898208469555
12,0.0665679297513883
13,0.06242363689593862
14,0.058763583377020055
15,0.055507842912061844
16,0.05259313567157246
17,0.049968683005993116
18,0.04759328093017001
19,0.04543315301238607
20,0.043460353138364924
21,0.041651562470089096
22,0.03998717178498633
23,0.03845057338230008
24,0.037027608900298714
25,0.03570613449431402
26,0.034475675323484584
27,0.03332714868959258
28,0.03225264044762839
29,0.031245223117389014
30,0.030298806907087028
31,0.029408016912351162
32,0.028568091283235605
33,0.02777479630181397
34,0.027024355185197878
35,0.026313388095865448
36,0.025638861355233456
37,0.024998044255442452
38,0.02438847217621873
39,0.023807914959055963
40,0.02325434968520708
41,0.022725937158654865
42,0.02222100151909001
43,0.021738012509638104
44,0.021275570004759048
45,0.02083239046934313
46,0.020407295073614547
47,0.019999199232420273
48,0.019607103373710053
49,0.019230084770985905
50,0.018867290299393928
51,0.018517929995885307
52,0.018181271321238045
53,0.017856634036310326
54,0.017543385617177536
55,0.017240937144184024
56,0.01694873960873854
57,0.01666628058916294
58,0.016393081253281833
59,0.016128693650894727
60,0.015872698263947667
61,0.015624701786240347
62,0.015384335107967755
63,0.015151251483386743
64,0.014925124862487923
65,0.014705648369800818
66,0.014492532915414863
67,0.014285505925002353
68,0.014084310177117426
69,0.013888702737346968
70,0.013698453980031099
71,0.01351334668927369
72,0.013333175231846009
73,0.013157744795364771
74,0.012986870685813114
75,0.01282037767908111
76,0.012658099421741195
77,0.012499877876752075
78,0.012345562810209942
79,0.012195011315644112
80,0.012048087372691852
81,0.011904661437288393
82,0.011764610060777584
83,0.011627815535589914
84,0.011494165565350954
85,0.011363552957477418
86,0.01123587533649266
87,0.011111034876450546
88,0.01098893805099817
89,0.0108694953997357
90,0.010752621309646958
91,0.01063823381047874
92,0.010526254383041275
93,0.010416607779487871
94,0.010309221854709498
95,0.010204027408050462
96,0.010100958034615642
97,0.009999949985497913
98,0.00990094203630774
99,0.009803875363435187
100,0.00970869342751903
101,0.009615341863637872
102,0.00952376837777528
103,0.009433922649144642
104,0.009345756237990449
105,0.00925922249851117
106,0.009174276496574775
107,0.009090874931922012
108,0.009008976064574473
109,0.008928539645184632
110,0.008849526849083784
111,0.008771900213800747
112,0.008695623579840179
113,0.008620662034523765
114,0.008546981858711103
115,0.008474550476229437
116,0.008403336405852937
117,0.008333309215682805
118,0.008264439479789339
119,0.008196698736986177
120,0.008130059451615402
121,0.008064494976229986
122,0.007999979516067353
123,0.007936488095214533
124,0.00787399652437173
125,0.007812481370126828
126,0.007751919925658928
127,0.007692290182793907
128,0.007633570805339818
129,0.0075757411036342275
130,0.007518781010239713
131,0.007462671056727583
132,0.007407392351493333
133,0.007352926558550812
134,0.007299255877255024
135,0.007246363022906526
