,0
0,0.8382155863562544
1,0.2208500752469395
2,0.10271886852915761
3,0.17566531667385415
4,0.14895588592428333
5,0.1221527410016659
6,0.10990426771083385
7,0.09964168545613222
8,0.09058999791971889
9,0.08308606843581413
10,0.07674805072559707
11,0.07129893153965816
12,0.0665679163411293
13,0.06242363385143873
14,0.058763583017948554
15,0.05550784318844
16,0.052593136061286044
17,0.049968683385571804
18,0.047593281275494996
19,0.045433153322797334
20,0.043460353417722086
21,0.04165156272255203
22,0.03998717201420969
23,0.038450573591364244
24,0.03702760909178504
25,0.035706134670393214
26,0.03447567548599183
27,0.03332714884008814
28,0.03225264058744601
29,0.031245223247674665
30,0.03029880702883022
31,0.02940801702641026
32,0.02856809139035847
33,0.02777479640265494
34,0.027024355280331695
35,0.026313388185798862
36,0.025638861440414874
37,0.024998044336270002
38,0.02438847225304703
39,0.023807915032201872
40,0.023254349754954554
41,0.022725937225259098
42,0.02222100158278094
43,0.021738012570623466
44,0.021275570063226983
45,0.020832390525464442
46,0.02040729512754462
47,0.019999199284300797
48,0.019607103423670495
49,0.019230084819144806
50,0.018867290345860023
51,0.018517930040758527
52,0.018181271364610393
53,0.017856634078266643
54,0.017543385657796205
55,0.017240937183537555
56,0.016948739646894133
57,0.016666280626182955
58,0.016393081289224225
59,0.016128693685813437
60,0.01587269829789295
61,0.0156247018192591
62,0.015384335140103789
63,0.015151251514681042
64,0.014925124892978862
65,0.014705648399524377
66,0.014492532944404805
67,0.014285505953290412
68,0.014084310204733438
69,0.013888702764319026
70,0.01369845400638568
71,0.013513346715035762
72,0.01333317525703915
73,0.013157744820011263
74,0.012986870709934022
75,0.01282037770269639
76,0.012658099444869734
77,0.012499877899411788
78,0.01234556283241783
79,0.012195011337416316
80,0.01204808739404371
81,0.011904661458234489
82,0.011764610081331794
83,0.01162781555576546
84,0.011494165585160428
85,0.011363552976932824
86,0.011235875355605456
87,0.011111034895231669
88,0.010988938069458068
89,0.010869495417884357
90,0.010752621327493928
91,0.01063823382803316
92,0.01052625440031189
93,0.010416607796483065
94,0.010309221871437301
95,0.010204027424518577
96,0.010100958050831456
97,0.00999995000146852
98,0.009900942052039952
99,0.00980387537893555
100,0.009708693442793827
101,0.009615341878693158
102,0.009523768392616868
103,0.009433922663778134
104,0.00934575625242124
105,0.00925922251274445
106,0.00917427651061555
107,0.009090874945775112
108,0.009008976078244545
109,0.008928539658676168
110,0.008849526862401117
111,0.00877190022694806
112,0.008695623592821512
113,0.00862066204734302
114,0.008546981871372053
115,0.008474550488735732
116,0.008403336418208101
117,0.008333309227890252
118,0.00826443949185237
119,0.00819669874890799
120,0.008130059463399095
121,0.008064494987878559
122,0.00799997952758371
123,0.00793648810660149
124,0.007873996535632016
125,0.007812481381263094
126,0.007751919936673739
127,0.007692290193689758
128,0.007633570816119128
129,0.007575741114299344
130,0.007518781020792918
131,0.0074626710671710905
132,0.007407392361829296
133,0.007352926568781321
134,0.0072992558873821115
135,0.007246363032932173
136,0.00719423121811911
137,0.007142844135254536
138,0.007092185939266757
139,0.0070422412314121025
140,0.006992995043669608
141,0.00694443282378593
142,0.006896540420939024
143,0.006849304071990992
144,0.0068027103883019965
145,0.006756746343078713
146,0.006711399259232248
147,0.006666656797721683
148,0.00662250694636079
149,0.006578938009066571
150,0.006535938595529397
151,0.006493497611285592
152,0.006451604248174302
153,0.006410247975161379
154,0.006369418529513934
155,0.0063291059083100416
156,0.006289300360268776
157,0.0062499923778866675
158,0.0062111726898671496
159,0.006172832253830416
